timestamp,open,high,low,close,volume,datetime
1651363200000,37630.8,37772.81,37612.43,37682.51,649.22019,2022-05-01 00:00:00
1651364100000,37682.52,37711.56,37621.75,37632.85,313.72003,2022-05-01 00:15:00
1651365000000,37632.85,37806.79,37500.0,37723.15,1104.74311,2022-05-01 00:30:00
1651365900000,37723.14,37727.07,37648.99,37680.67,246.15239,2022-05-01 00:45:00
1651366800000,37680.66,37737.17,37631.8,37652.53,257.98095,2022-05-01 01:00:00
1651367700000,37652.53,37669.7,37543.79,37606.7,432.03905,2022-05-01 01:15:00
1651368600000,37606.7,37941.97,37386.38,37909.95,1247.9761,2022-05-01 01:30:00
1651369500000,37909.94,38077.1,37823.37,37937.07,684.65547,2022-05-01 01:45:00
1651370400000,37937.07,38003.57,37888.2,37992.05,275.69112,2022-05-01 02:00:00
1651371300000,37992.05,38053.68,37920.34,37942.27,310.59393,2022-05-01 02:15:00
1651372200000,37942.27,37957.96,37800.01,37825.81,290.28583,2022-05-01 02:30:00
1651373100000,37825.8,37860.0,37771.81,37817.79,204.67473,2022-05-01 02:45:00
1651374000000,37817.78,37930.9,37801.52,37925.18,213.98451,2022-05-01 03:00:00
1651374900000,37925.18,38023.2,37875.82,38009.95,252.56775,2022-05-01 03:15:00
1651375800000,38009.95,38041.07,37952.09,38000.0,295.99427,2022-05-01 03:30:00
1651376700000,38000.01,38064.39,37981.32,38041.44,203.99197,2022-05-01 03:45:00
1651377600000,38041.44,38063.41,37983.8,38000.41,281.80816,2022-05-01 04:00:00
1651378500000,38000.41,38033.38,37972.49,37980.11,223.85057,2022-05-01 04:15:00
1651379400000,37980.11,37980.11,37908.73,37949.12,238.45632,2022-05-01 04:30:00
1651380300000,37949.13,37955.5,37885.3,37948.39,661.66049,2022-05-01 04:45:00
1651381200000,37948.39,38150.0,37899.21,38138.65,928.56713,2022-05-01 05:00:00
1651382100000,38138.66,38165.12,38025.82,38094.23,592.83605,2022-05-01 05:15:00
1651383000000,38094.24,38125.14,38071.41,38095.65,458.28123,2022-05-01 05:30:00
1651383900000,38095.66,38102.15,38041.79,38060.05,206.72199,2022-05-01 05:45:00
1651384800000,38060.06,38149.92,38041.02,38065.43,319.86302,2022-05-01 06:00:00
1651385700000,38065.44,38100.0,38058.14,38069.05,171.08697,2022-05-01 06:15:00
1651386600000,38069.06,38079.76,38000.39,38016.61,229.65251,2022-05-01 06:30:00
1651387500000,38016.6,38021.99,37950.0,37952.66,313.2263,2022-05-01 06:45:00
1651388400000,37952.67,37981.45,37922.27,37935.7,710.56329,2022-05-01 07:00:00
1651389300000,37935.69,37952.53,37897.2,37942.88,181.49401,2022-05-01 07:15:00
1651390200000,37942.88,37999.0,37931.15,37955.04,271.46043,2022-05-01 07:30:00
1651391100000,37955.04,37985.0,37924.85,37970.27,215.65019,2022-05-01 07:45:00
1651392000000,37970.27,38050.29,37924.13,38043.3,278.62761,2022-05-01 08:00:00
1651392900000,38043.3,38058.16,37990.37,38005.23,185.09432,2022-05-01 08:15:00
1651393800000,38005.23,38046.64,37976.91,38023.8,151.45788,2022-05-01 08:30:00
1651394700000,38023.8,38058.46,37992.67,38031.51,190.45882,2022-05-01 08:45:00
1651395600000,38031.51,38056.59,37973.97,37987.22,140.19037,2022-05-01 09:00:00
