timestamp,open,high,low,close,volume,datetime
1727740800000,63327.6,63510.2,63166.84,63207.82,489.73109,2024-10-01 00:00:00
1727741700000,63207.83,63374.0,63006.7,63350.04,406.33911,2024-10-01 00:15:00
1727742600000,63350.03,63426.85,63255.03,63416.0,175.10422,2024-10-01 00:30:00
1727743500000,63416.0,63606.0,63408.0,63531.99,265.75893,2024-10-01 00:45:00
1727744400000,63532.0,63639.86,63370.01,63506.25,421.972,2024-10-01 01:00:00
1727745300000,63506.25,63585.64,63456.01,63568.0,192.83738,2024-10-01 01:15:00
1727746200000,63568.0,63615.99,63544.01,63573.99,155.51149,2024-10-01 01:30:00
1727747100000,63574.0,63574.0,63399.9,63458.0,233.76676,2024-10-01 01:45:00
1727748000000,63458.0,63458.0,63202.0,63225.83,254.56117,2024-10-01 02:00:00
1727748900000,63225.83,63380.0,63180.0,63335.77,171.48826,2024-10-01 02:15:00
1727749800000,63335.78,63402.0,63328.11,63346.49,150.12809,2024-10-01 02:30:00
1727750700000,63346.49,63451.99,63280.94,63443.76,139.9407,2024-10-01 02:45:00
1727751600000,63443.76,63625.72,63430.0,63625.71,219.27329,2024-10-01 03:00:00
1727752500000,63625.72,63697.66,63500.0,63537.99,162.92141,2024-10-01 03:15:00
1727753400000,63538.0,63737.19,63537.99,63737.19,301.80566,2024-10-01 03:30:00
1727754300000,63737.19,63744.0,63674.0,63723.48,138.21229,2024-10-01 03:45:00
1727755200000,63723.47,63840.0,63652.06,63672.01,248.39471,2024-10-01 04:00:00
1727756100000,63672.01,63788.0,63672.0,63785.99,114.03599,2024-10-01 04:15:00
1727757000000,63785.99,63866.66,63769.06,63807.99,151.24235,2024-10-01 04:30:00
1727757900000,63808.0,63879.81,63774.1,63868.94,265.07981,2024-10-01 04:45:00
1727758800000,63868.93,63899.99,63724.13,63756.68,479.163,2024-10-01 05:00:00
1727759700000,63756.69,63790.0,63674.49,63717.99,131.35043,2024-10-01 05:15:00
1727760600000,63718.0,63750.0,63677.2,63700.03,131.56547,2024-10-01 05:30:00
1727761500000,63700.03,63750.0,63697.91,63749.99,74.21316,2024-10-01 05:45:00
1727762400000,63750.0,63915.11,63750.0,63871.98,200.19083,2024-10-01 06:00:00
1727763300000,63871.98,64036.69,63871.97,63979.89,277.95693,2024-10-01 06:15:00
1727764200000,63979.9,64016.0,63906.58,63919.46,112.38253,2024-10-01 06:30:00
1727765100000,63919.47,64097.03,63919.46,64033.98,187.64213,2024-10-01 06:45:00
1727766000000,64033.99,64079.79,63942.21,63950.01,222.07301,2024-10-01 07:00:00
1727766900000,63950.01,64035.99,63920.0,64012.04,78.80718,2024-10-01 07:15:00
1727767800000,64012.04,64130.63,63952.66,64098.0,618.97959,2024-10-01 07:30:00
1727768700000,64098.01,64104.4,63988.74,64045.92,222.31656,2024-10-01 07:45:00
1727769600000,64045.92,64096.0,63952.74,63956.02,133.52413,2024-10-01 08:00:00
1727770500000,63956.02,64000.0,63925.23,63958.5,110.96714,2024-10-01 08:15:00
1727771400000,63958.5,64008.04,63874.0,63876.0,460.1915,2024-10-01 08:30:00
1727772300000,63876.01,63974.51,63839.0,63956.0,269.48093,2024-10-01 08:45:00
1727773200000,63955.99,64118.0,63932.86,64086.78,780.83016,2024-10-01 09:00:00
1727774100000,64086.78,64088.76,64002.1,64058.0,148.36634,2024-10-01 09:15:00
1727775000000,64058.0,64058.01,63941.32,63943.54,111.65746,2024-10-01 09:30:00
1727775900000,63943.54,63964.0,63864.46,63864.46,111.21354,2024-10-01 09:45:00
1727776800000,63864.47,63892.39,63707.89,63753.91,275.7453,2024-10-01 10:00:00
1727777700000,63753.91,63871.44,63750.0,63850.0,100.80818,2024-10-01 10:15:00
1727778600000,63850.0,63910.66,63814.0,63886.0,126.87855,2024-10-01 10:30:00
1727779500000,63886.0,63942.0,63886.0,63910.12,100.00779,2024-10-01 10:45:00
1727780400000,63910.11,63989.58,63907.71,63937.98,106.5886,2024-10-01 11:00:00
1727781300000,63937.98,63937.99,63820.0,63826.17,144.65823,2024-10-01 11:15:00
1727782200000,63826.17,63847.0,63750.0,63788.0,130.78326,2024-10-01 11:30:00
1727783100000,63788.01,63838.0,63723.4,63734.0,118.64511,2024-10-01 11:45:00
1727784000000,63734.01,63797.99,63658.36,63771.65,118.58703,2024-10-01 12:00:00
1727784900000,63771.65,63809.97,63718.0,63782.01,87.60566,2024-10-01 12:15:00
1727785800000,63782.01,63782.01,63612.0,63621.67,163.51239,2024-10-01 12:30:00
1727786700000,63621.66,63720.0,63559.63,63668.21,165.7337,2024-10-01 12:45:00
1727787600000,63668.21,63688.0,63507.73,63521.99,295.22471,2024-10-01 13:00:00
1727788500000,63521.99,63542.0,63380.0,63388.51,313.50705,2024-10-01 13:15:00
1727789400000,63388.52,63453.99,62522.0,62790.01,1839.27304,2024-10-01 13:30:00
1727790300000,62790.02,62960.0,62523.0,62866.8,1064.9931,2024-10-01 13:45:00
1727791200000,62866.8,63084.0,62556.0,62710.02,881.79353,2024-10-01 14:00:00
1727792100000,62710.01,63049.99,62608.0,62808.76,678.12774,2024-10-01 14:15:00
1727793000000,62808.77,62936.0,62448.01,62792.0,1187.44508,2024-10-01 14:30:00
1727793900000,62792.01,62827.39,62463.96,62598.0,902.25218,2024-10-01 14:45:00
1727794800000,62598.0,62700.0,61814.01,62166.02,3000.98959,2024-10-01 15:00:00
1727795700000,62166.01,62376.0,62060.0,62372.01,829.37278,2024-10-01 15:15:00
1727796600000,62372.01,62821.76,62348.0,62696.0,670.2849,2024-10-01 15:30:00
1727797500000,62696.0,62777.27,62619.9,62628.85,431.15704,2024-10-01 15:45:00
1727798400000,62628.85,62778.73,62538.01,62550.41,458.96357,2024-10-01 16:00:00
1727799300000,62550.4,62625.03,62134.37,62327.59,531.14092,2024-10-01 16:15:00
1727800200000,62327.56,62360.0,61932.0,62035.99,1162.72633,2024-10-01 16:30:00
1727801100000,62036.0,62520.0,61906.04,62448.0,1273.67328,2024-10-01 16:45:00
1727802000000,62448.0,62448.0,61958.41,61975.99,654.83816,2024-10-01 17:00:00
1727802900000,61976.0,61981.46,61092.0,61554.0,3071.56288,2024-10-01 17:15:00
1727803800000,61554.0,61846.0,61508.0,61813.18,896.73732,2024-10-01 17:30:00
1727804700000,61813.17,62225.01,61772.31,62151.99,922.57405,2024-10-01 17:45:00
1727805600000,62152.0,62386.0,62056.01,62293.99,659.34499,2024-10-01 18:00:00
1727806500000,62293.98,62367.99,62126.0,62347.74,357.43337,2024-10-01 18:15:00
1727807400000,62347.74,62440.0,62022.0,62036.0,346.06955,2024-10-01 18:30:00
1727808300000,62036.0,62071.23,61859.57,61987.99,345.42946,2024-10-01 18:45:00
1727809200000,61987.98,61987.98,61769.4,61782.0,421.75899,2024-10-01 19:00:00
1727810100000,61782.0,62087.0,61610.71,62049.99,413.47622,2024-10-01 19:15:00
1727811000000,62049.98,62091.29,61822.0,61872.01,287.89278,2024-10-01 19:30:00
1727811900000,61872.0,61884.34,61694.0,61755.99,475.27978,2024-10-01 19:45:00
1727812800000,61755.99,61760.74,61176.48,61320.0,789.12234,2024-10-01 20:00:00
1727813700000,61320.0,61396.0,60601.71,60743.24,1306.27708,2024-10-01 20:15:00
1727814600000,60743.24,60925.17,60164.0,60612.0,1700.24202,2024-10-01 20:30:00
1727815500000,60612.0,60865.33,60369.7,60809.02,1059.95287,2024-10-01 20:45:00
1727816400000,60809.03,60937.1,60656.77,60937.09,441.10104,2024-10-01 21:00:00
1727817300000,60937.1,60950.0,60735.33,60869.98,262.06881,2024-10-01 21:15:00
1727818200000,60869.98,60968.74,60729.39,60930.28,305.31433,2024-10-01 21:30:00
1727819100000,60930.29,61214.73,60930.28,61142.01,244.57769,2024-10-01 21:45:00
1727820000000,61142.0,61142.01,60778.0,60888.91,312.79537,2024-10-01 22:00:00
1727820900000,60888.91,60978.0,60782.31,60836.0,207.46355,2024-10-01 22:15:00
1727821800000,60836.01,60858.65,60663.09,60678.0,221.92816,2024-10-01 22:30:00
1727822700000,60678.0,60839.96,60630.01,60767.99,351.05037,2024-10-01 22:45:00
1727823600000,60768.0,60877.99,60652.0,60787.99,241.85911,2024-10-01 23:00:00
1727824500000,60788.0,60893.06,60680.0,60680.0,283.38157,2024-10-01 23:15:00
1727825400000,60680.0,61033.71,60680.0,60987.96,252.99341,2024-10-01 23:30:00
1727826300000,60987.96,60987.96,60805.78,60805.78,157.50044,2024-10-01 23:45:00
1727827200000,60804.92,60963.4,60767.0,60840.76,355.4388,2024-10-02 00:00:00
1727828100000,60840.76,61064.47,60733.81,60972.0,265.94913,2024-10-02 00:15:00
1727829000000,60972.0,61208.49,60944.0,61133.04,397.66852,2024-10-02 00:30:00
1727829900000,61133.04,61143.34,60981.71,61046.26,209.05883,2024-10-02 00:45:00
1727830800000,61046.27,61304.04,61000.0,61291.5,259.95165,2024-10-02 01:00:00
1727831700000,61291.49,61420.25,61194.61,61400.01,227.6362,2024-10-02 01:15:00
1727832600000,61400.0,61468.0,61334.0,61381.97,243.76821,2024-10-02 01:30:00
1727833500000,61381.97,61536.16,61381.97,61522.89,209.73239,2024-10-02 01:45:00
1727834400000,61522.89,61585.74,61433.49,61538.0,202.15954,2024-10-02 02:00:00
1727835300000,61538.0,61652.67,61500.0,61634.24,252.81907,2024-10-02 02:15:00
1727836200000,61634.24,61730.01,61575.35,61661.94,419.6314,2024-10-02 02:30:00
1727837100000,61661.95,61822.62,61650.0,61782.89,300.08645,2024-10-02 02:45:00
1727838000000,61782.89,61840.0,61693.4,61769.99,272.059,2024-10-02 03:00:00
1727838900000,61769.99,61846.91,61683.0,61712.01,168.84702,2024-10-02 03:15:00
1727839800000,61712.01,61883.0,61662.65,61867.1,279.60406,2024-10-02 03:30:00
1727840700000,61867.97,61867.98,61750.0,61750.47,224.47215,2024-10-02 03:45:00
1727841600000,61750.46,61750.47,61619.99,61684.85,163.14619,2024-10-02 04:00:00
1727842500000,61684.85,61684.86,61482.42,61634.0,189.42103,2024-10-02 04:15:00
1727843400000,61634.0,61634.0,61440.0,61517.99,224.50259,2024-10-02 04:30:00
1727844300000,61517.99,61580.0,61454.24,61495.79,127.24256,2024-10-02 04:45:00
1727845200000,61495.78,61588.73,61476.0,61511.83,159.16216,2024-10-02 05:00:00
1727846100000,61511.82,61609.3,61379.92,61442.44,216.04714,2024-10-02 05:15:00
1727847000000,61442.44,61497.68,61388.87,61493.63,175.05348,2024-10-02 05:30:00
1727847900000,61493.63,61494.0,61350.0,61489.71,111.50619,2024-10-02 05:45:00
1727848800000,61489.71,61568.62,61359.9,61559.99,156.53651,2024-10-02 06:00:00
1727849700000,61559.98,61620.06,61492.19,61600.2,147.25541,2024-10-02 06:15:00
1727850600000,61600.2,61775.53,61600.19,61762.38,235.56318,2024-10-02 06:30:00
1727851500000,61762.38,61788.4,61699.41,61700.01,220.75131,2024-10-02 06:45:00
1727852400000,61700.01,61740.0,61594.0,61663.99,112.04579,2024-10-02 07:00:00
1727853300000,61663.99,61737.38,61588.78,61732.08,147.69464,2024-10-02 07:15:00
1727854200000,61732.09,61940.0,61732.08,61854.7,257.00767,2024-10-02 07:30:00
