month,trades,wins,avg_pnl,total_pnl,win_rate
2024-08,26,15,0.0064598754997103585,0.1679567629924693,57.692307692307686
2024-09,44,30,0.007131503429553504,0.31378615090035417,68.18181818181817
2024-10,43,31,0.009111391741725481,0.39178984489419566,72.09302325581395
2024-11,83,55,0.006666663713745597,0.5533330882408846,66.26506024096386
2024-12,48,31,0.006320179333852219,0.3033686080249065,64.58333333333334
2025-01,44,24,0.0033633918498890097,0.14798924139511643,54.54545454545454
