month,trades,wins,avg_pnl,total_pnl,win_rate
2025-02,8,8,0.022835565131077252,0.18268452104861801,100.0
2025-03,1,0,-0.018973485141332947,-0.018973485141332947,0.0
2025-04,38,24,0.009082613501422815,0.3451393130540669,63.1578947368421
2025-05,78,55,0.011575345081247078,0.9028769163372721,70.51282051282051
2025-06,13,5,0.0012989061787375936,0.016885780323588718,38.46153846153847
2025-07,32,19,0.009576555635278336,0.30644978032890674,59.375
