month,trades,wins,avg_pnl,total_pnl,win_rate
2025-02,27,11,-0.005567947536807474,-0.1503345834938018,40.74074074074074
2025-03,23,13,0.0027067041545541124,0.06225419555474459,56.52173913043478
2025-04,25,14,0.005188691892526336,0.1297172973131584,56.00000000000001
2025-05,30,9,-0.004168100479919351,-0.12504301439758053,30.0
2025-06,8,8,0.030857529447056296,0.24686023557645037,100.0
2025-07,76,48,0.009545150843992718,0.7254314641434466,63.1578947368421
