month,trades,wins,avg_pnl,total_pnl,win_rate
2025-08,48,24,0.008782620975883679,0.4215658068424166,50.0
2025-09,42,20,-0.0009918979119846194,-0.04165971230335401,47.61904761904761
2025-10,16,5,-0.009251560643803784,-0.14802497030086054,31.25
2025-11,5,2,-0.008624377971964048,-0.04312188985982024,40.0
2026-01,44,32,0.012668094365165283,0.5573961520672724,72.72727272727273
