month,trades,wins,avg_pnl,total_pnl,win_rate
2024-02,25,12,0.0027037955860650716,0.06759488965162679,48.0
2024-03,90,51,0.0035958491351436596,0.32362642216292936,56.666666666666664
2024-04,18,11,0.006600780937065429,0.11881405686717772,61.111111111111114
2024-05,41,19,0.0002651576334566576,0.010871462971722961,46.34146341463415
2024-07,41,22,0.0033634220749047404,0.13790030507109435,53.65853658536586
