month,trades,wins,avg_pnl,total_pnl,win_rate
2024-08,19,7,-0.0026663144380269354,-0.05065997432251177,36.84210526315789
2024-09,42,23,0.008143265340695758,0.34201714430922187,54.761904761904766
2024-10,49,26,0.007790363573161059,0.3817278150848919,53.06122448979592
2024-11,69,27,0.0012822151451919008,0.08847284501824115,39.130434782608695
2024-12,6,2,-0.003839678200852932,-0.02303806920511759,33.33333333333333
2025-01,35,15,-0.005484424518503337,-0.1919548581476168,42.857142857142854
