month,trades,wins,avg_pnl,total_pnl,win_rate
2024-02,36,22,0.005340619346084951,0.19226229645905824,61.111111111111114
2024-03,37,15,-0.002445353192346002,-0.09047806811680208,40.54054054054054
2024-04,5,2,-0.0016159514171369973,-0.008079757085684987,40.0
2024-05,34,25,0.009462196034568719,0.3217146651753364,73.52941176470588
2024-06,17,13,0.009503444539598178,0.16155855717316903,76.47058823529412
2024-07,9,3,-0.0046693435874533345,-0.04202409228708001,33.33333333333333
